ExtractDate,FHRSID,BusinessName,BusinessType,BusinessTypeID,AddressLine2,AddressLine3,PostCode,RatingDate,Longitude,Latitude
14/02/2014,128349,Cafe Express,Restaurant/Cafe/Canteen,1,140 Sauchiehall Street,Glasgow,G2 3DH,13/03/2013,-4.258023,55.865157
14/02/2014,556086,Cafe Fornette,Restaurant/Cafe/Canteen,1,140 Sauchiehall Street,Glasgow,G2 3DH,22/07/2013,-4.258023,55.865157
14/02/2014,44283,Cafe Gandolfi,Restaurant/Cafe/Canteen,1,64 Albion Street,Glasgow,G1 1NY,03/10/2013,-4.243579,55.858573
14/02/2014,516677,Cafe Go Go,Restaurant/Cafe/Canteen,1,5 Cresswell Lane,Glasgow,,06/08/2013,,
14/02/2014,108523,Cafe Hula,Restaurant/Cafe/Canteen,1,321 Hope Street,Glasgow,G2 3PT,16/12/2011,-4.256986,55.866281
14/02/2014,19091,Cafe In Victorian Market,Restaurant/Cafe/Canteen,1,233 London Road,Glasgow,G40 1PE,04/02/2012,-4.237417,55.853948
14/02/2014,607008,Cafe India,Restaurant/Cafe/Canteen,1,29 Albion Street,Glasgow,G1 1LH,26/10/2013,-4.244412,55.857775
14/02/2014,95682,Cafe JJ,Restaurant/Cafe/Canteen,1,180 Dumbarton Road,Glasgow,G11 6XE,17/05/2012,-4.29999,55.870769
14/02/2014,73330,Cafe Katia,Restaurant/Cafe/Canteen,1,100 Borron Street,Glasgow,,30/04/2013,-4.24894571,55.87401512
14/02/2014,134208,Cafe La Padella,Restaurant/Cafe/Canteen,1,124 Woodlands Road,Glasgow,G3 6HB,22/04/2013,-4.273911,55.869277
14/02/2014,33024,Cafe Lavita,Restaurant/Cafe/Canteen,1,202 Gallowgate,Glasgow,G1 5DS,29/08/2013,-4.238092,55.855419
14/02/2014,618974,Cafe Lovestruck,Restaurant/Cafe/Canteen,1,751 Pollokshaws Road,Glasgow,G41 2AX,09/12/2013,-4.271722,55.835345
14/02/2014,49187,Cafe Ludovic,Restaurant/Cafe/Canteen,1,11 Lochleven Road,Glasgow,G42 9JU,05/08/2013,-4.265209,55.825507
14/02/2014,571746,Cafe Massimo,Restaurant/Cafe/Canteen,1,1009 Cathcart Road,Glasgow,G42 9XJ,29/07/2013,-4.259091,55.827659
14/02/2014,607039,Cafe Melegrano,Restaurant/Cafe/Canteen,1,105 Albert Drive,Glasgow,G41 2SU,11/11/2013,-4.270098,55.841459
14/02/2014,466607,Cafe Momentum (Scottish Enterprise),Restaurant/Cafe/Canteen,1,50 Waterloo Street,Glasgow,G2 6HQ,14/08/2013,-4.261071,55.86067
14/02/2014,23301,Cafe Noor,Restaurant/Cafe/Canteen,1,49 Kilmarnock Road,Glasgow,G41 3YN,24/01/2013,-4.281972,55.829295
14/02/2014,109495,Cafe Nye,Restaurant/Cafe/Canteen,1,20 India Street,Glasgow,,08/09/2010,,
14/02/2014,534342,Cafe Octavia,Restaurant/Cafe/Canteen,1,40 Edington Street,Glasgow,G4 9RD,31/07/2013,-4.259395,55.872537
14/02/2014,585895,Cafe Olive,Restaurant/Cafe/Canteen,1,513 Amulree Street,Glasgow,G32 7TW,16/09/2013,-4.165765,55.842891
14/02/2014,26685,Cafe Oliver,Restaurant/Cafe/Canteen,1,430 Dumbarton Road,Glasgow,G11 6SB,21/06/2013,-4.310294,55.870936
14/02/2014,48551,Cafe Osa,Restaurant/Cafe/Canteen,1,217 Hope Street,Glasgow,G2 2UW,06/10/2011,-4.257905,55.863667
14/02/2014,10395,Cafe Pearce,Restaurant/Cafe/Canteen,1,860 Govan Road,Glasgow,G51 3UU,13/07/2010,-4.312603,55.863523
14/02/2014,466604,Cafe Phoenix Ltd,Restaurant/Cafe/Canteen,1,262 Woodlands Road,Glasgow,G3 6NE,04/11/2013,-4.277611,55.871869
14/02/2014,48772,Cafe Ritazza,Restaurant/Cafe/Canteen,1,79 Gordon Street,Glasgow,G1 3SQ,19/05/2011,-4.258211,55.859302
14/02/2014,128567,Cafe Ritazza,Restaurant/Cafe/Canteen,1,1 Scottish Exhibition Centre,Glasgow,G3 8YW,01/09/2010,-4.288154,55.86087
14/02/2014,17637,Cafe Roots,Restaurant/Cafe/Canteen,1,63 North Frederick Street,Glasgow,G1 2BS,23/09/2013,-4.248413,55.862025
14/02/2014,585892,Cafe Roots (City Of Glasgow College),Restaurant/Cafe/Canteen,1,230 Cathedral Street,Glasgow,G1 2TG,13/09/2013,-4.246071,55.863255
14/02/2014,48647,Cafe Rouge,Restaurant/Cafe/Canteen,1,20 Royal Exchange Square,Glasgow,G1 3AB,28/11/2013,-4.252561,55.86052
14/02/2014,607016,Cafe Salma,Restaurant/Cafe/Canteen,1,523 Sauchiehall Street,Glasgow,G3 7PQ,06/11/2013,-4.273083,55.866048
14/02/2014,36423,Cafe Select,Restaurant/Cafe/Canteen,1,220 Buchanan Street,Glasgow,,03/05/2012,,
14/02/2014,551899,Cafe Serena,Restaurant/Cafe/Canteen,1,330 Maxwell Road,Glasgow,G41 1PJ,28/06/2013,-4.273486,55.844506
14/02/2014,31052,Cafe Solo,Restaurant/Cafe/Canteen,1,100 Minard Road,Glasgow,G41 2DL,18/10/2010,-4.282445,55.833825
14/02/2014,406803,Cafe Source Too,Restaurant/Cafe/Canteen,1,32 Hughenden Road,Glasgow,G12 9XP,29/07/2013,-4.305399,55.881939
14/02/2014,618960,Cafe Taste,Restaurant/Cafe/Canteen,1,1515 Dumbarton Road,Glasgow,G14 9XQ,09/12/2013,-4.34962,55.878388
14/02/2014,49149,Cafe Tiki,Restaurant/Cafe/Canteen,1,17 Gullane Street,Glasgow,G11 6AN,16/02/2012,-4.306866,55.870551
14/02/2014,511118,Cafe W,Restaurant/Cafe/Canteen,1,176 Argyle Street,Glasgow,G2 8BT,11/01/2014,-4.256303,55.858645
14/02/2014,480294,Cafe Wander,Restaurant/Cafe/Canteen,1,1032 Argyle Street,Glasgow,G3 8LX,20/11/2013,-4.282007,55.864229
14/02/2014,35571,Cafe Wander,Restaurant/Cafe/Canteen,1,110 West George Street,Glasgow,G2 1PS,15/12/2010,-4.256015,55.862488
14/02/2014,36151,Cafe Zecchino,Restaurant/Cafe/Canteen,1,331 Cumbernauld Road,Glasgow,G31 3LP,19/08/2013,-4.206015,55.862874
14/02/2014,581124,Cafe Zeus,Restaurant/Cafe/Canteen,1,98 Bath Street,Glasgow,G2 2EN,28/08/2013,-4.258163,55.864264
14/02/2014,84951,Cafecart,Restaurant/Cafe/Canteen,1,1036 Cathcart Road,Glasgow,G42 9XW,28/10/2013,-4.258258,55.826524
14/02/2014,26948,Cafezique,Restaurant/Cafe/Canteen,1,66 Hyndland Street,Glasgow,G11 5PT,29/10/2012,-4.301732,55.87293
14/02/2014,48556,Caffe Coupa,Restaurant/Cafe/Canteen,1,115 Clarkston Road,Glasgow,G44 3BL,03/12/2013,-4.263342,55.815906
14/02/2014,26977,Caffe Italiano,Restaurant/Cafe/Canteen,1,220 Buchanan Street,Glasgow,,03/05/2012,-4.252946,55.863781
14/02/2014,10872,Caffe Nero,Restaurant/Cafe/Canteen,1,93 Hope Street,Glasgow,G2 6LD,27/11/2012,-4.259463,55.860493
14/02/2014,15107,Caffe Nero,Restaurant/Cafe/Canteen,1,1 Dundas Street,Glasgow,G1 2AH,08/07/2008,-4.252667,55.862082
14/02/2014,34801,Caffe Nero,Restaurant/Cafe/Canteen,1,8 Sauchiehall Street,Glasgow,G2 3GF,24/03/2010,-4.25261,55.864681
14/02/2014,31009,Caffe Nero,Restaurant/Cafe/Canteen,1,75 St Enoch Square,Glasgow,G1 4BW,25/02/2011,-4.254458,55.857412
14/02/2014,444484,Caffe Nero,Restaurant/Cafe/Canteen,1,70 Crow Road,Glasgow,G11 7RY,24/06/2013,-4.312117,55.872286
14/02/2014,132427,Caffe Nero,Restaurant/Cafe/Canteen,1,106 Union Street,Glasgow,G1 3QW,08/06/2009,-4.256555,55.859962
14/02/2014,14598,Caffe Nero (3rd Floor Frasers),Restaurant/Cafe/Canteen,1,21 Buchanan Street,Glasgow,,06/01/2011,-4.25468906,55.85893407
14/02/2014,585878,Caffe Ritazza,Restaurant/Cafe/Canteen,1,100 Provan Walk,Glasgow,G34 9DL,16/08/2013,-4.136909,55.872982
14/02/2014,27040,Cail Bruich,Restaurant/Cafe/Canteen,1,725 Great Western Road,Glasgow,G12 8QX,01/08/2013,-4.289157,55.87738
14/02/2014,460439,Cailin's Sushi,Restaurant/Cafe/Canteen,1,1136 Argyle Street,Glasgow,G3 8TD,28/06/2013,-4.284857,55.865138
14/02/2014,48710,Cakejoy,Restaurant/Cafe/Canteen,1,15 Lumsden Street,Glasgow,G3 8RQ,18/05/2011,-4.292175,55.866727
14/02/2014,35827,Cakes By Alison,Restaurant/Cafe/Canteen,1,2009 Paisley Road West,Glasgow,G52 3TA,14/06/2010,-4.350899,55.845594
14/02/2014,26229,Caledonia House,Restaurant/Cafe/Canteen,1,140 Fifty Pitches Road,Glasgow,G51 4ED,12/01/2010,-4.322815,55.862549
14/02/2014,571737,Calfe Olive Tree,Restaurant/Cafe/Canteen,1,140 Sauchiehall Street,Glasgow,G2 3DH,12/12/2013,-4.258023,55.865157
14/02/2014,118487,Calton Fire Station,Restaurant/Cafe/Canteen,1,40 McFarlane Street,Glasgow,G4 0TL,18/03/2011,-4.236351,55.85626
14/02/2014,108469,Cameronian Club,Restaurant/Cafe/Canteen,1,9 Holyrood Crescent,Glasgow,G20 6HJ,16/07/2010,-4.275475,55.874146
14/02/2014,114725,Camphill Bowling Club,Restaurant/Cafe/Canteen,1,5 Langside Avenue,Glasgow,G41 2QR,23/05/2009,-4.277506,55.831022
14/02/2014,188119,Canton Chinese Restaurant/Banana Leaf,Restaurant/Cafe/Canteen,1,65 Cambridge Street,Glasgow,G3 6QX,20/12/2011,-4.260107,55.866359
14/02/2014,100638,Cardonald Bowling Club,Restaurant/Cafe/Canteen,1,50 Forfar Avenue,Glasgow,G52 3JF,16/08/2012,-4.353857,55.843785
14/02/2014,121585,Cardonald College,Restaurant/Cafe/Canteen,1,690 Mosspark Drive,Glasgow,G52 3AY,23/06/2010,-4.337235,55.840444
14/02/2014,49115,Carluccio's,Restaurant/Cafe/Canteen,1,7 West Nile Street,Glasgow,G1 2PR,02/11/2012,-4.256056,55.860717
14/02/2014,133071,Carmunnock Village And Recreation Club,Restaurant/Cafe/Canteen,1,109 Waterside Road,Glasgow,G76 9DU,22/01/2009,-4.23462,55.79159
14/02/2014,9,Carmyle Bowling Club,Restaurant/Cafe/Canteen,1,1 River Road,Glasgow,G32 8EG,03/11/2010,-4.155698,55.82868
14/02/2014,571744,Caroline's Catering,Restaurant/Cafe/Canteen,1,1500 Edinburgh Road,Glasgow,G33 4UF,29/07/2013,-4.127546,55.857003
14/02/2014,562661,Caseys Cafe,Restaurant/Cafe/Canteen,1,107 Elderpark Street,Glasgow,G51 3NR,18/06/2013,-4.321496,55.859365
14/02/2014,94451,Castlemilk Bowling Club,Restaurant/Cafe/Canteen,1,73 Dougrie Drive,Glasgow,G45 9AH,22/04/2010,-4.236396,55.806136
14/02/2014,126476,Castlemilk Community Fire Station,Restaurant/Cafe/Canteen,1,69 Raithburn Avenue,Glasgow,G45 9RY,11/06/2010,-4.248212,55.805714
14/02/2014,94450,Castlemilk Pensioners Action Centre,Restaurant/Cafe/Canteen,1,59 Dougrie Drive,Glasgow,G45 9AH,23/12/2013,-4.236396,55.806136
14/02/2014,83576,Castlemilk West Church The Haven,Restaurant/Cafe/Canteen,1,119 Carmunnock Road,Glasgow,G44 5UW,16/08/2011,-4.254802,55.818391
14/02/2014,589598,Cat House (Not Reg),Restaurant/Cafe/Canteen,1,15 Union Street,Glasgow,G1 3RB,02/10/2013,-4.257325,55.859184
14/02/2014,49108,Catering Academy,Restaurant/Cafe/Canteen,1,123 Flemington Street,Glasgow,G21 4TD,23/09/2013,-4.229082,55.88055
14/02/2014,32890,Catering Trailers,Restaurant/Cafe/Canteen,1,161 Duke Street,Glasgow,G31 1JD,19/11/2010,-4.230969,55.859377
14/02/2014,56052,Cathcart Bowling Club,Restaurant/Cafe/Canteen,1,74 Ashmore Road,Glasgow,G44 3DD,20/05/2011,-4.268135,55.815441
14/02/2014,128366,CCA (Saramago Cafe),Restaurant/Cafe/Canteen,1,350 Sauchiehall Street,Glasgow,G2 3JD,23/01/2012,-4.26621,55.86604
14/02/2014,112082,Celtic Football Club,Restaurant/Cafe/Canteen,1,95 Kerrydale Street,Glasgow,G40 3RE,16/02/2013,-4.205976,55.849223
14/02/2014,128082,Central Cafe,Restaurant/Cafe/Canteen,1,27 Saltmarket,Glasgow,G1 5NA,05/03/2013,-4.243968,55.856166
14/02/2014,31150,Central Car Auctions Cafe,Restaurant/Cafe/Canteen,1,44 Easterhouse Road,Glasgow,G69 6BH,06/03/2013,-4.108097,55.860771
14/02/2014,507915,Central Market,Restaurant/Cafe/Canteen,1,51 Bell Street,Glasgow,G1 1NX,23/01/2014,-4.244011,55.858034
14/02/2014,594127,CH and Co. Catering Ltd.,Restaurant/Cafe/Canteen,1,18 Cadogan Street,Glasgow,G2 6QN,08/10/2013,-4.261611,55.860067
14/02/2014,107786,Chalmit Lighting,Restaurant/Cafe/Canteen,1,392 Hillington Road,Glasgow,G52 4BL,11/02/2010,-4.363762,55.858011
14/02/2014,460408,Chaophraya,Restaurant/Cafe/Canteen,1,4 Nelson Mandela Place,Glasgow,G2 1BT,21/03/2013,-4.254092,55.862407
14/02/2014,73457,Chapter House,Restaurant/Cafe/Canteen,1,26 Bothwell Street,Glasgow,G2 6NU,22/10/2012,-4.259723,55.861396
14/02/2014,126906,Charcoals,Restaurant/Cafe/Canteen,1,26 Renfield Street,Glasgow,G2 1LU,03/01/2013,-4.256155,55.861875
14/02/2014,594137,Charcoals,Restaurant/Cafe/Canteen,1,74 Trongate,Glasgow,G1 5EP,09/09/2013,-4.245757,55.857275
14/02/2014,97830,Charlie Reid Community Cafe,Restaurant/Cafe/Canteen,1,19 Elmbank Street,Glasgow,G2 4BP,03/09/2013,-4.264135,55.863885
14/02/2014,581087,Charlie Rocks American Diner,Restaurant/Cafe/Canteen,1,337 Byres Road,Glasgow,G12 8UQ,23/07/2013,-4.292599,55.876641
14/02/2014,29642,Cheeky Charlie's,Restaurant/Cafe/Canteen,1,12 Gorstan Street,Glasgow,G23 5QG,08/08/2011,-4.289668,55.899902
14/02/2014,123723,Cherry And Heather Fine Food,Restaurant/Cafe/Canteen,1,7 North Gower Street,Glasgow,G51 1PW,06/07/2012,-4.297263,55.851129
14/02/2014,495612,Chill N Grill,Restaurant/Cafe/Canteen,1,966 Argyle Street,Glasgow,G3 8LU,22/01/2014,-4.280265,55.863686
14/02/2014,48833,Chilli Express,Restaurant/Cafe/Canteen,1,1196 Maryhill Road,Glasgow,G20 9BA,05/01/2014,-4.284475,55.886939
14/02/2014,36338,Chilli Grill,Restaurant/Cafe/Canteen,1,515 Sauchiehall Street,Glasgow,G3 7DL,19/12/2013,-4.272258,55.866153
14/02/2014,511144,Chillies West End,Restaurant/Cafe/Canteen,1,180 Woodlands Road,Glasgow,G3 6LL,09/01/2014,-4.275699,55.870331
14/02/2014,49095,China Blue,Restaurant/Cafe/Canteen,1,98 Renfield Street,Glasgow,G2 1NH,28/05/2013,-4.255481,55.864026
14/02/2014,15686,China Buffet King,Restaurant/Cafe/Canteen,1,53 Bath Street,Glasgow,G2 2DJ,11/02/2013,-4.259844,55.861438
14/02/2014,133344,China Buffet King,Restaurant/Cafe/Canteen,1,24 West Nile Street,Glasgow,G1 2PF,04/03/2013,-4.255004,55.861051
14/02/2014,128365,China Buffet King,Restaurant/Cafe/Canteen,1,345 Sauchiehall Street,Glasgow,G2 3HW,15/12/2013,-4.265169,55.865457
14/02/2014,221704,China Chef,Restaurant/Cafe/Canteen,1,529 Carntyne Road,Glasgow,G32 6JL,06/03/2012,-4.1914,55.859891
14/02/2014,128896,China House Restaurant,Restaurant/Cafe/Canteen,1,1286 Shettleston Road,Glasgow,G32 7YR,07/07/2011,-4.164208,55.851367
14/02/2014,594158,China Sea Restaurant,Restaurant/Cafe/Canteen,1,12 Renfield Street,Glasgow,G2 5AL,09/10/2013,-4.256444,55.860791
14/02/2014,22867,China Wok,Restaurant/Cafe/Canteen,1,140 Sauchiehall Street,Glasgow,G2 3DH,22/02/2013,-4.258023,55.865157
14/02/2014,48778,Chinatown Restaurant,Restaurant/Cafe/Canteen,1,44 New City Road,Glasgow,G4 9JT,17/06/2013,-4.261172,55.869008
14/02/2014,26036,Chinwag's Cafe,Restaurant/Cafe/Canteen,1,981 Tollcross Road,Glasgow,G32 8UU,03/05/2013,-4.173803,55.844098
14/02/2014,49059,Chippy Doon The Lane,Restaurant/Cafe/Canteen,1,23 Royal Exchange Square,Glasgow,G1 3AJ,11/03/2011,-4.252971,55.859875
14/02/2014,562696,Chiquito,Restaurant/Cafe/Canteen,1,40 Provan Walk,Glasgow,G34 9DL,18/11/2013,-4.136909,55.872982
14/02/2014,19427,Chiquito,Restaurant/Cafe/Canteen,1,4 Springfield Quay,Glasgow,G5 8NP,10/01/2011,-4.274804,55.855303
14/02/2014,9514,Chocolatte,Restaurant/Cafe/Canteen,1,536 Great Western Road,Glasgow,G12 8EL,15/10/2012,-4.282872,55.875977
14/02/2014,22833,Chop House Brasserie,Restaurant/Cafe/Canteen,1,79 Albion Street,Glasgow,G1 1LH,10/09/2013,-4.244412,55.857775
14/02/2014,28554,Chopstix,Restaurant/Cafe/Canteen,1,184 Argyle Street,Glasgow,G2 8HA,11/03/2013,-4.258211,55.859302
14/02/2014,79740,Chows Restaurant Ltd,Restaurant/Cafe/Canteen,1,98 Byres Road,Glasgow,G12 8TB,10/06/2013,-4.295826,55.873085
14/02/2014,92044,Christine's Cafe,Restaurant/Cafe/Canteen,1,271 Cumbernauld Road,Glasgow,G31 2UG,04/11/2013,-4.20924,55.862528
14/02/2014,47022,Chukoku China China,Restaurant/Cafe/Canteen,1,298 Sauchiehall Street,Glasgow,G2 3JA,11/08/2013,-4.263684,55.865763
14/02/2014,77086,Church Of The Nazarene And Hart Memorial,Restaurant/Cafe/Canteen,1,93 Broomhill Drive,Glasgow,G11 7AP,04/06/2010,-4.325312,55.875084
14/02/2014,23341,Citation Taverine And Restaurant,Restaurant/Cafe/Canteen,1,40 Wilson Street,Glasgow,G1 1HD,04/10/2013,-4.248389,55.858853
14/02/2014,102352,City Chambers Council Buffet,Restaurant/Cafe/Canteen,1,80 George Square,Glasgow,G2 1DU,18/07/2013,-4.241922,55.868642
14/02/2014,448781,City Halls/The Old Fruitmarket,Restaurant/Cafe/Canteen,1,96 Candleriggs,Glasgow,G1 1NQ,18/09/2013,-4.245185,55.858993
14/02/2014,48055,City Merchant,Restaurant/Cafe/Canteen,1,97 Candleriggs,Glasgow,G1 1NP,17/09/2013,-4.2458,55.858838
14/02/2014,581131,City Of Glasgow College,Restaurant/Cafe/Canteen,1,300 Cathedral Street,Glasgow,G1 2TA,25/06/2013,-4.247826,55.863213
14/02/2014,26002,City Park Technology,Restaurant/Cafe/Canteen,1,55 Renfrew Street,Glasgow,G2 3BD,25/04/2013,-4.25675,55.865243
14/02/2014,27077,Classy Snax,Restaurant/Cafe/Canteen,1,42 Dalsetter Avenue,Glasgow,G15 8TE,26/07/2012,-4.368116,55.906174
14/02/2014,49150,Clean Plates,Restaurant/Cafe/Canteen,1,10 Gairbraid Avenue,Glasgow,G20 8YA,04/11/2013,-4.290442,55.890504
14/02/2014,117537,Club Bombay,Restaurant/Cafe/Canteen,1,121 Main Street,Glasgow,G69 6AA,17/04/2013,-4.109384,55.850899
14/02/2014,23288,Club Tropicana,Restaurant/Cafe/Canteen,1,26 Cambridge Street,Glasgow,G2 3DZ,09/08/2011,-4.259784,55.865484
14/02/2014,123171,Clyde Union Incorporating Weir Pumps (Staff Restaurant),Restaurant/Cafe/Canteen,1,149 Newlands Road,Glasgow,G44 4EU,06/11/2013,-4.26445,55.818232
14/02/2014,129954,Clydesdale Bank Plc (Aramark),Restaurant/Cafe/Canteen,1,30 St Vincent Place,Glasgow,G1 2EU,22/12/2009,-4.253173,55.861435
14/02/2014,26368,Coffee Culture Cafe,Restaurant/Cafe/Canteen,1,351 Dumbarton Road,Glasgow,G11 6AL,06/11/2009,-4.306264,55.870643
14/02/2014,91626,Coffee House,Restaurant/Cafe/Canteen,1,550 Crow Road,Glasgow,G13 1NU,03/11/2010,-4.325679,55.883894
14/02/2014,511166,Coffee Time,Restaurant/Cafe/Canteen,1,97 St Georges Road,Glasgow,G3 6JA,12/04/2013,-4.271141,55.868097
14/02/2014,35905,"Coffee, Tea And Chocolate",Restaurant/Cafe/Canteen,1,944 Argyle Street,Glasgow,G3 8YJ,18/09/2013,-4.278897,55.863253
14/02/2014,10852,Coherent Scotland Ltd.,Restaurant/Cafe/Canteen,1,45 Acre Road,Glasgow,,11/11/2011,-4.3075,55.904165
14/02/2014,95625,Coia's,Restaurant/Cafe/Canteen,1,473 Duke Street,Glasgow,G31 1RD,18/03/2013,-4.219946,55.858588
14/02/2014,516685,Comforter In The City,Restaurant/Cafe/Canteen,1,50 Dundas Street,Glasgow,G1 2AQ,28/09/2013,-4.251713,55.862999
14/02/2014,48372,Community Cafe,Restaurant/Cafe/Canteen,1,4 Skirving Street,Glasgow,G41 3AA,11/04/2011,-4.281031,55.829591
14/02/2014,448766,Community Cafe,Restaurant/Cafe/Canteen,1,18 Westerhouse Road,Glasgow,G34 9PD,06/09/2012,-4.126112,55.8673
14/02/2014,18625,Compass Group/Direct Line,Restaurant/Cafe/Canteen,1,55 Robertson Street,Glasgow,G2 8JD,21/09/2010,-4.261742,55.857925
14/02/2014,128880,Congratulations,Restaurant/Cafe/Canteen,1,1027 Shettleston Road,Glasgow,G32 7PB,05/12/2013,-4.169989,55.851912
14/02/2014,31249,Connect 2 Out Of School Care,Restaurant/Cafe/Canteen,1,8 Smithycroft Road,Glasgow,G33 2QJ,05/08/2011,-4.191889,55.867153
14/02/2014,31248,Connect 2 Out Of School Care,Restaurant/Cafe/Canteen,1,38 Liberton Street,Glasgow,G33 2HF,19/08/2011,-4.193883,55.865661
14/02/2014,31247,Connect 2 Out Of School Care,Restaurant/Cafe/Canteen,1,111 Baltic Street,Glasgow,G40 3BA,21/09/2010,-4.218531,55.846939
14/02/2014,581116,Cook And Indi's World Buffet,Restaurant/Cafe/Canteen,1,414 Sauchiehall Street,Glasgow,G2 3JD,10/09/2013,-4.26621,55.86604
14/02/2014,33937,Cookie Cafe,Restaurant/Cafe/Canteen,1,75 Lauderdale Gardens,Glasgow,G12 9QU,24/11/2010,-4.308532,55.87788
14/02/2014,31246,Cookie Scotland,Restaurant/Cafe/Canteen,1,72 Nithsdale Road,Glasgow,G41 2AN,17/01/2014,-4.271241,55.836953
14/02/2014,124652,Coral Racing Ltd,Restaurant/Cafe/Canteen,1,372 Paisley Road West,Glasgow,G51 1BG,15/12/2010,-4.295491,55.851971
14/02/2014,126918,Cordia LLP,Restaurant/Cafe/Canteen,1,200 Renfield Street,Glasgow,G2 3PR,04/08/2010,-4.259844,55.861438
14/02/2014,101480,Coronation Restaurant,Restaurant/Cafe/Canteen,1,55 Gallowgate,Glasgow,G1 5AP,30/08/2012,-4.241699,55.85645
14/02/2014,129939,Corrunna Bowling Club,Restaurant/Cafe/Canteen,1,35 St Vincent Crescent,Glasgow,G3 8NG,09/11/2007,-4.286874,55.864372
14/02/2014,371785,Cossachok Russian Cafe Gallery,Restaurant/Cafe/Canteen,1,10 King Street,Glasgow,G1 5QP,03/07/2013,-4.246851,55.85685
14/02/2014,15688,Costa,Restaurant/Cafe/Canteen,1,74 Kilmarnock Road,Glasgow,G41 3NN,08/06/2010,-4.284016,55.828484
14/02/2014,36377,Costa,Restaurant/Cafe/Canteen,1,1300 Duke Street,Glasgow,,02/08/2011,-4.227174,55.858585
14/02/2014,507931,Costa,Restaurant/Cafe/Canteen,1,Leggatston Road,Glasgow,,06/02/2013,,
14/02/2014,433054,Costa,Restaurant/Cafe/Canteen,1,67 St Vincent Street,Glasgow,G1 2PS,07/11/2013,-4.255774,55.8611
14/02/2014,585876,Costa,Restaurant/Cafe/Canteen,1,715 Provan Walk,Glasgow,G34 9DY,16/08/2013,-4.138074,55.871218
14/02/2014,128356,Costa Coffee,Restaurant/Cafe/Canteen,1,207 Sauchiehall Street,Glasgow,G2 3EX,20/01/2011,-4.26132,55.864961
14/02/2014,18744,Costa Coffee,Restaurant/Cafe/Canteen,1,50 Bothwell Street,Glasgow,G2 6HR,01/08/2012,-4.260909,55.861464
14/02/2014,127763,Costa Coffee,Restaurant/Cafe/Canteen,1,10 Royal Exchange Square,Glasgow,G1 3AB,24/05/2012,-4.252561,55.86052
14/02/2014,102347,Costa Coffee,Restaurant/Cafe/Canteen,1,38 George Square,Glasgow,G1 2AF,08/02/2011,-4.251204,55.862487
14/02/2014,23106,Costa Coffee,Restaurant/Cafe/Canteen,1,763 Barrhead Road,Glasgow,G53 6AG,08/07/2010,-4.342073,55.822898
14/02/2014,78068,Costa Coffee,Restaurant/Cafe/Canteen,1,220 Buchanan Street,Glasgow,G1 2GF,09/09/2010,-4.25248,55.862985
14/02/2014,104183,Costa Coffee,Restaurant/Cafe/Canteen,1,79 Gordon Street,Glasgow,G1 3SQ,10/02/2010,-4.258211,55.859302
14/02/2014,128352,Costa In Waterstones,Restaurant/Cafe/Canteen,1,153 Sauchiehall Street,Glasgow,G2 3EW,01/02/2011,-4.258115,55.864535
14/02/2014,14732,Costco Cafe,Restaurant/Cafe/Canteen,1,15 Cobden Road,Glasgow,G21 1YX,21/11/2012,-4.228446,55.875304
14/02/2014,129369,Courtyard Cafe (Resource Centre),Restaurant/Cafe/Canteen,1,192 Southbrae Drive,Glasgow,G13 1TX,29/10/2008,-4.346984,55.884514
14/02/2014,65395,Cowglen Golf Club,Restaurant/Cafe/Canteen,1,301 Barrhead Road,Glasgow,G43 1AU,19/03/2010,-4.319451,55.822096
14/02/2014,31288,Crabshakk,Restaurant/Cafe/Canteen,1,1114 Argyle Street,Glasgow,G3 8TD,08/01/2013,-4.284857,55.865138
14/02/2014,31347,Cranachan,Restaurant/Cafe/Canteen,1,48 Buchanan Street,Glasgow,G1 3JN,25/06/2012,-4.253456,55.859156
14/02/2014,581104,Cranberrys (Glasgow) Ltd,Restaurant/Cafe/Canteen,1,30 Wilson Street,Glasgow,G1 1SS,14/08/2013,-4.24667,55.858687
14/02/2014,34020,Crazy Wok,Restaurant/Cafe/Canteen,1,173 Dumbarton Road,Glasgow,G11 6AA,28/10/2013,-4.301502,55.870669
14/02/2014,101478,Criterion Cafe,Restaurant/Cafe/Canteen,1,46 Gallowgate,Glasgow,G1 5AB,27/02/2013,-4.242888,55.856284
14/02/2014,594162,Crolla's Gelateria,Restaurant/Cafe/Canteen,1,221 Byres Road,Glasgow,G12 8UD,08/01/2014,-4.294404,55.87499
14/02/2014,91381,Crookston Bowling Club,Restaurant/Cafe/Canteen,1,760 Crookston Road,Glasgow,G53 7TT,28/04/2009,-4.364017,55.829057
14/02/2014,120132,Cross Enterprise,Restaurant/Cafe/Canteen,1,11 Minerva Way,Glasgow,G3 8AU,28/05/2012,-4.283855,55.863044
14/02/2014,444495,Crown Carvery,Restaurant/Cafe/Canteen,1,7 Allerdyce Court,Glasgow,,30/08/2012,-4.376204,55.902954
14/02/2014,95684,Cullis Diner,Restaurant/Cafe/Canteen,1,202 Dumbarton Road,Glasgow,G11 6UN,01/12/2013,-4.301203,55.871016
14/02/2014,35565,Cup,Restaurant/Cafe/Canteen,1,311 Byres Road,Glasgow,G12 8UQ,16/06/2010,-4.292599,55.876641
